Position_X,Position_Y,Position_Z,Orientation_X,Orientation_Y,Orientation_Z,Orientation_W
0.05746225718408823,0.14486415877938272,-0.6955764716863633,-0.015644022189080717,-0.2607711166143417,0.020281171705573798,-0.9650607538223267
