Position_X,Position_Y,Position_Z,Orientation_X,Orientation_Y,Orientation_Z,Orientation_W
-0.3658788987994194,0.1479138959944248,-0.8184786593914032,-0.010363039383664728,-0.2641415336728096,0.001395230370108038,-0.9644272524118424
