Position_X,Position_Y,Position_Z,Orientation_X,Orientation_Y,Orientation_Z,Orientation_W
0.14734357491135597,0.39438222974538806,-0.1026778806746006,-0.05182735249400139,-0.047361575067043304,0.5475726127624512,-0.833807647228241
