Position_X,Position_Y,Position_Z,Orientation_X,Orientation_Y,Orientation_Z,Orientation_W
1.5852662491798402,-0.0010681953589664773,0.11718114532530308,-9.640803699966227e-06,-5.863443664111401e-05,-0.0002048638959058735,-0.9999999964237213
