,Time,dt,_vrpnQuat_x,_vrpnQuat_y,_vrpnQuat_z,_vrpnQuat_w,_vrpnPos_x,_vrpnPos_y,_vrpnPos_z
0,0.0,0.013391656712037958,-0.14953625202178955,0.0004893363220617175,0.07286963611841202,-0.9860672950744629,-0.22052441537380219,0.2911333441734314,-0.9389989972114563
1,0.013391656712037958,0.013391656712037958,-0.14967801979412798,0.001547758196710198,0.07682686683183407,-0.9857539035495252,-0.22101689632804972,0.2903653925783568,-0.9337372323154214
2,0.026783313424075916,0.013391656712037958,-0.15039476636470026,-0.0028591667221288196,0.06912558807838964,-0.9862106308008185,-0.2189312984018903,0.29154225986850413,-0.9485322153451099
3,0.040174970136113874,0.013391656712037958,-0.15113469898907272,-0.002203644274335626,0.07350217990139399,-0.9857742157388868,-0.21955461418725483,0.2908630074873938,-0.9446828686026045
4,0.05356662684815183,0.013391656712037958,-0.1513692360163626,-0.004243160988257453,0.07429130883307312,-0.9856731246056624,-0.2193180340581968,0.29139019878606076,-0.9480261370803422
5,0.06695828356018985,0.013391656712037958,-0.13537360474594776,-0.00025365933946219646,0.05963013139645222,-0.9892064128319363,-0.22006903217765125,0.29282067745921425,-0.9384933942580922
6,0.08034994027222775,0.013391656712037958,-0.1607770546471231,-0.0027661691875365854,0.08820927353271149,-0.9832550979923547,-0.21656803357116478,0.28738168471164577,-0.9506997988552033
7,0.09374159698426576,0.013391656712037958,-0.15877010529391392,-0.01374741914823106,0.07361287292964679,-0.9845308817235306,-0.21900009769036613,0.2955006666585422,-0.9613696604772524
8,0.10713325369630367,0.013391656712037958,-0.14897695082884352,-0.00989293384675604,0.0704666869594076,-0.9862731337711516,-0.21787707973361597,0.2933690773790736,-0.9575794947717484
9,0.12052491040834168,0.013391656712037958,-0.15100246885310908,-0.012378085253007817,0.07078020004536485,-0.9859202723591842,-0.2177006116252335,0.29455655338763126,-0.9607415143369058
10,0.13391656712037958,0.013391656712037958,-0.15172320341113996,-0.009247218101940778,0.0710802202841707,-0.9858197345584879,-0.2195383089703629,0.2947867648781336,-0.9542101359452737
