Position_X,Position_Y,Position_Z,Orientation_X,Orientation_Y,Orientation_Z,Orientation_W
-1.5076272225379943,0.10040565334260464,1.2716448652744292,-0.7877922117710113,0.006094534662552178,-0.615894313454628,0.004533501220867038
