Position_X,Position_Y,Position_Z,Orientation_X,Orientation_Y,Orientation_Z,Orientation_W
1.6332958436012268,0.00403773189522326,0.13962627500295638,3.755569259737968e-05,-0.00025506175704322233,0.0005938233141205274,-0.9999996197223663
