Position_X,Position_Y,Position_Z,Orientation_X,Orientation_Y,Orientation_Z,Orientation_W
1.618191623687744,-0.008954587196931242,0.09073507033288479,-4.366155615571188e-05,-0.00027933491262956524,-0.0026257928437553348,-0.9999965524673462
