Position_X,Position_Y,Position_Z,Orientation_X,Orientation_Y,Orientation_Z,Orientation_W
1.641276659965515,-0.001061527649872005,0.15865915313363074,-0.00013624434497614858,-0.0003859176975674927,-6.131919626170657e-05,-0.9999999785423279
