Position_X,Position_Y,Position_Z,Orientation_X,Orientation_Y,Orientation_Z,Orientation_W
1.7362235820293426,-0.01741582265123725,0.025453820005059243,-3.593007432911577e-06,0.0003052385577757377,-0.0006888059771154076,-0.99999975502491
