Position_X,Position_Y,Position_Z,Orientation_X,Orientation_Y,Orientation_Z,Orientation_W
-0.27708487570285795,0.2000090403854847,1.220465362071991,-0.13226575270295143,0.7065682917833328,-0.6792626363039017,-0.14788171604275704
