Position_X,Position_Y,Position_Z,Orientation_X,Orientation_Y,Orientation_Z,Orientation_W
1.5859889817237853,0.015752325262874366,0.06142096195369959,2.043257830450784e-05,0.0007978496589930728,0.0009999541752040387,-0.999999217391014
