,Time,dt,_vrpnQuat_x,_vrpnQuat_y,_vrpnQuat_z,_vrpnQuat_w,_vrpnPos_x,_vrpnPos_y,_vrpnPos_z,_ftforce_x,_ftforce_y,_ftforce_z,_fttorque_x,_fttorque_y,_fttorque_z
0,0.0,0.011211959407658262,-0.7629844546318054,0.03236820921301842,0.6454660296440125,0.013441787101328373,1.674206256866455,-0.04423357918858528,0.033261269330978394,-1.7003200143980413,-25.260859434290328,-11.660693333940896,0.3026709763005279,-25.260859434290328,-11.660693333940896
1,0.011211959407658262,0.011211959407658262,-0.7618426694356814,0.03389402473553378,0.6464228980224344,0.014193263841204815,1.6735836728967508,-0.04267654114029966,0.03558715983865423,0.30079921465287657,-24.79063902784129,-14.025610284649433,0.20152753406791424,-24.79063902784129,-14.025610284649433
2,0.022423918815316538,0.011211959407658262,-0.7612546617233164,0.03468981540324954,0.6469575689219492,0.014369857503143344,1.6733486467762495,-0.04112669186542108,0.03731977127829922,2.4794734254268347,-23.41000037876371,-16.242945139444153,0.07116549519559968,-23.41000037876371,-16.242945139444153
3,0.03363587822297481,0.011211959407658262,-0.7611831175870827,0.03480551520486001,0.6470975325128546,0.014019377315378114,1.6734729886791626,-0.039599116270331906,0.03848463180654024,5.007383052366588,-21.798050214998284,-17.007688399342815,-0.04489568572974079,-21.798050214998284,-17.007688399342815
4,0.044847837630633075,0.011211959407658262,-0.7615907231193524,0.03429105812905955,0.6468702789654477,0.013189632506143275,1.6739285087797011,-0.03810889926141441,0.03910726958000417,7.266950460473017,-22.01945909236361,-16.546319233140682,-0.06678593779701535,-22.01945909236361,-16.546319233140682
5,0.05605979703829134,0.011211959407658262,-0.7624401644124982,0.03319637816454252,0.6463032984500262,0.011928432303672964,1.6746870172520762,-0.0366711257450509,0.03921321275531788,11.554463970791087,-21.16419922542449,-16.100923303338625,-0.06058183012745608,-21.16419922542449,-16.100923303338625
6,0.0672717564459496,0.011211959407658262,-0.7636941275588913,0.031571409300003225,0.6454240811368865,0.010283585936201331,1.675720324270498,-0.03530088062762369,0.038827989489108226,16.065848087078837,-20.562028515810034,-16.746937937371776,-0.05035102333707899,-20.562028515810034,-16.746937937371776
7,0.07848371585360789,0.011211959407658262,-0.7653152986509052,0.02946608552413604,0.6442601171963269,0.008302902631962523,1.6770002400091788,-0.034013248815515075,0.03797712793800211,21.499067294812736,-19.14880034081636,-17.973364609750135,-0.054204585810519665,-19.14880034081636,-17.973364609750135
8,0.08969567526126615,0.011211959407658262,-0.7672663637809112,0.026930340825635283,0.642838896798644,0.006034191619190682,1.6784985746423282,-0.03282331521510737,0.03668615625862639,26.46537795628832,-16.271934867908914,-20.282517246084506,-0.12119878705347595,-16.271934867908914,-20.282517246084506
9,0.10090763466892441,0.011211959407658262,-0.7695100090412824,0.02401410919319535,0.6411879101141361,0.0035252621261199803,1.6801871383441596,-0.031746164732782904,0.034980602607607963,31.017155096167933,-12.51172942116007,-22.92852629780452,-0.22725371056486668,-12.51172942116007,-22.92852629780452
10,0.1121195940765827,0.011211959407658262,-0.7720089205243902,0.020767324615510518,0.6393346473130995,0.0008239233809845324,1.6820377412888816,-0.030796882274923946,0.03288599514157368,34.76521114231039,-8.933551166755763,-25.346767101909577,-0.3101439088645478,-8.933551166755763,-25.346767101909577
11,0.12333155348424096,0.011211959407658262,-0.7747257843226075,0.017239921081275186,0.6373065985658323,-0.00202201538798149,1.6840221936507072,-0.029990552747912833,0.030427862017150434,36.94184088021006,-6.371666028904129,-26.416652437500836,-0.3176792584456173,-6.371666028904129,-26.416652437500836
12,0.13454351289189923,0.011211959407658262,-0.7776232865283058,0.013481832579183662,0.6351312540426309,-0.004964744952543943,1.6861123056038454,-0.02934226105813185,0.027631731390965076,36.444323761679804,-4.649376607859859,-25.454550327622158,-0.2692573051295109,-4.649376607859859,-25.454550327622158
13,0.1457554722995575,0.011211959407658262,-0.7806641132338579,0.00954299309793029,0.6328361039137935,-0.007956456084468698,1.6882798873225087,-0.028867092111963314,0.024523131419644503,34.71269290200452,-2.7567230613106397,-23.14883206683105,-0.22899311707923156,-2.7567230613106397,-23.14883206683105
14,0.15696743170721578,0.011211959407658262,-0.783810950531636,0.005473336626209432,0.6304486383496171,-0.010949339555521598,1.690496748980908,-0.028580130815789546,0.021127590259815577,32.59560489462577,-0.9102622749062743,-20.917100125032736,-0.18061768835413114,-0.9102622749062743,-20.917100125032736
15,0.16817939111487404,0.011211959407658262,-0.7870264845140124,0.0013227971527154316,0.6279963475203991,-0.01389558613746849,1.6927347007532545,-0.028496462075992837,0.017470636068105182,31.015128167332605,1.1149309002666414,-19.801006774065407,-0.14347078516765535,1.1149309002666414,-19.801006774065407
16,0.17939135052253227,0.011211959407658262,-0.790273401273359,-0.0028586913338573654,0.6255067215964369,-0.016747386602075212,1.6949655528137584,-0.028631170798955503,0.013577797001140205,29.974666914375625,3.096321833178961,-20.41148629865419,-0.09286546414672059,3.096321833178961,-20.41148629865419
17,0.19060330993019056,0.011211959407658262,-0.7935143869020482,-0.007021194844814648,0.6230072507480277,-0.01945693172110766,1.697161115336632,-0.028999341891059835,0.009474601215547496,29.806173835424534,5.195275319995317,-21.02087113456715,-0.045818066572802525,5.195275319995317,-21.02087113456715
18,0.20181526933784885,0.011211959407658262,-0.7967121274924523,-0.011114779391462031,0.6205254251454687,-0.02197641226633164,1.699293198496085,-0.029616060258688164,0.005186576867953933,29.088943630821685,6.4358675526297695,-21.62770693528843,0.021150218615552687,6.4358675526297695,-21.62770693528843
19,0.21302722874550714,0.011211959407658262,-0.7998293091369436,-0.015089510985105208,0.6180887349590575,-0.02425801900951304,1.7013336124663294,-0.030496410808222775,0.000739252114986386,27.968947692738553,8.066794623823377,-22.51543670741642,0.07890110011688814,8.066794623823377,-22.51543670741642
20,0.22423918815316538,0.011211959407658262,-0.8028286179278943,-0.018895455637049797,0.6157246703590913,-0.026253942722417684,1.7032541674215762,-0.031655478446045986,-0.0038418448867282313,25.781679547751843,8.981329362500656,-23.360719173893525,0.15349673803291966,8.981329362500656,-23.360719173893525
21,0.2354511475608236,0.011211959407658262,-0.8056727399576765,-0.022482679358601477,0.6134607215158674,-0.02791637417681146,1.705026673536036,-0.0331083480785401,-0.008531185980563074,23.60287242609394,10.01499533398146,-24.14437443306642,0.2205017919190809,10.01499533398146,-24.14437443306642
22,0.2466631069684819,0.011211959407658262,-0.8083243613186626,-0.025801248161065892,0.6113243785996832,-0.029197504144460183,1.7066229409839202,-0.03487010461208744,-0.01330324300989127,22.15454279729186,11.644641977813329,-25.822902997954643,0.2569333192821263,11.644641977813329,-25.822902997954643
23,0.2578750663761402,0.011211959407658262,-0.8107461681032249,-0.028801228055748744,0.6093431317808363,-0.030049523397129737,1.70801477993944,-0.03695583295307031,-0.018132487818085956,22.51216381694512,13.707706520526413,-27.531798312191633,0.2706634337499529,13.707706520526413,-27.531798312191633
24,0.2690870257837985,0.011211959407658262,-0.8129008464037352,-0.03143268505395562,0.6075444712296234,-0.030424622706585937,1.709174000576806,-0.039380618007871,-0.022993392248520234,21.98337287237193,14.913498563623945,-28.87585887499879,0.3094764974407432,14.913498563623945,-28.87585887499879
25,0.2802989851914568,0.011211959407658262,-0.8147510823125662,-0.03364568516699221,0.6059558871163422,-0.030274992844594673,1.710072413070229,-0.04215954468287183,-0.02786042814456722,21.016834804363256,16.22149036188962,-29.302251673070923,0.3328255955908346,16.22149036188962,-29.302251673070923
26,0.291510944599115,0.011211959407658262,-0.8162595619220901,-0.03539029440616417,0.6046048696112901,-0.029552824582921793,1.710681827593921,-0.04530769788445507,-0.03270806734960004,20.18020843410991,18.497841697883295,-30.532294004819548,0.2859545217393227,18.497841697883295,-30.532294004819548
