Position_X,Position_Y,Position_Z,Orientation_X,Orientation_Y,Orientation_Z,Orientation_W
-0.9383397042751312,0.2074407821893692,1.0542864274978638,-0.0008451511355815455,0.7129144382476806,-0.7011309337615966,0.012952245008200407
