Position_X,Position_Y,Position_Z,Orientation_X,Orientation_Y,Orientation_Z,Orientation_W
-0.8730431008338928,0.20553869724273682,1.0649232470989227,-0.15259433582425116,0.7012801349163056,-0.678645726442337,-0.15608066082000732
