,Time,dt,_vrpnQuat_x,_vrpnQuat_y,_vrpnQuat_z,_vrpnQuat_w,_vrpnPos_x,_vrpnPos_y,_vrpnPos_z
0,0.0,0.010247609908646774,-0.733492910861969,0.07483931630849838,0.12321138381958008,0.6642335653305054,0.01786789484322071,0.506512463092804,0.41517168283462524
1,0.010247609908646774,0.010247609908646774,-0.7342661983548058,0.07495500714307032,0.12356959829638797,0.6632991883284152,0.014451594211152479,0.5082148588942473,0.41552882505918337
2,0.020495219817293547,0.010247609908646774,-0.7351792761464608,0.07681261843148021,0.12500216925976704,0.6618027392918878,0.009917968409842218,0.5099322802961568,0.4154244076708726
3,0.030742829725940335,0.010247609908646774,-0.7355077273291641,0.07697756163409507,0.1252219501020866,0.6613879935189894,0.010235577489162581,0.5100021262095955,0.4154694610713591
4,0.040990439634587095,0.010247609908646774,-0.7393797441357627,0.08498061982358864,0.1298937178810038,0.6551984355266001,-0.01251612330175579,0.5171859133539234,0.4151161494237121
5,0.05123804954323388,0.010247609908646774,-0.7389387036788372,0.08043898711081543,0.1251927286670342,0.6571162268956215,-0.0033552009145542084,0.5139669380684921,0.4165545456888625
6,0.06148565945188067,0.010247609908646774,-0.7360851991712818,0.07981583180965897,0.12938569381774292,0.6596667736624698,0.0033384023320455545,0.5134295371863753,0.4147548005850354
7,0.07173326936052743,0.010247609908646774,-0.7520630853469037,0.0941649112936354,0.12051514206713486,0.6414124353021683,-0.052960129271410035,0.5248076506765803,0.42024706885646956
8,0.08198087926917422,0.010247609908646774,-0.7392256805424579,0.08469162450427399,0.12881434884406848,0.6555745351490628,-0.01048757871334383,0.5162291563537331,0.41553828229445466
9,0.092228489177821,0.010247609908646774,-0.7443332484248972,0.09100200115721471,0.12696507521996625,0.6492984690889902,-0.029711872077446844,0.5199139166751564,0.4172634324271925
10,0.10247609908646776,0.010247609908646774,-0.7437961439208575,0.09037221679293808,0.1271308871419929,0.6499500043637123,-0.028397238759869922,0.5198187644780026,0.4173294374868797
11,0.11272370899511455,0.010247609908646774,-0.7450909109369116,0.09456505106323448,0.12790465628182596,0.6477175792537778,-0.04025758286247417,0.5221523331380108,0.41962460988691036
12,0.12297131890376134,0.010247609908646774,-0.7444057730377358,0.08721417067322819,0.12368879696218785,0.650397569107387,-0.017538028475022917,0.516494362228828,0.41359362236986746
13,0.1332189288124081,0.010247609908646774,-0.7486012967542349,0.1070586436936059,0.1299886435561788,0.6414347912253987,-0.08308250770638023,0.5315828300577079,0.4321227128045277
14,0.1434665387210549,0.010247609908646774,-0.7483658470142542,0.09122694151027974,0.12048907766171343,0.6459033932851845,-0.03817210865366168,0.5201938742663488,0.42062543190886725
15,0.15371414862970165,0.010247609908646774,-0.75366515499766,0.08991490232075854,0.11123024033457281,0.6413931444068225,-0.06583338706784762,0.5276502489154737,0.43836906463004005
16,0.16396175853834843,0.010247609908646774,-0.7467984463044622,0.09646982093995934,0.12372116470577073,0.6467229790293182,-0.02154225383654067,0.5122691505902228,0.4039652831839799
17,0.17420936844699525,0.010247609908646774,-0.767421372795691,0.07434281900038321,0.07966763578999476,0.632588154402456,-0.11682041846027387,0.5432975264963256,0.4867679786966919
18,0.18445697835564195,0.010247609908646774,-0.7496935859460844,0.0896612436245445,0.11297893694360722,0.646073345063126,-0.029660771334373878,0.516655660798391,0.41028938063140585
19,0.19470458826428877,0.010247609908646774,-0.7653263411616795,0.08097407145009194,0.0893158691426561,0.6324057592988731,-0.1108157511788041,0.5380013576020672,0.48193893824733947
20,0.20495219817293553,0.010247609908646774,-0.757941293935794,0.08272663032090993,0.09784740064101174,0.6396056704835034,-0.07111170698077313,0.528278478223807,0.44767156110594314
21,0.2151998080815823,0.010247609908646774,-0.7605791648835489,0.07934968275949164,0.09201550300280568,0.6377757965247539,-0.08664707413660068,0.5323657804030187,0.4622461201989317
22,0.2254474179902291,0.010247609908646774,-0.7619132025989572,0.08162099651603784,0.09331178305044135,0.6357376585842464,-0.08373963063625575,0.5316312048531918,0.45951053376773265
