Position_X,Position_Y,Position_Z,Orientation_X,Orientation_Y,Orientation_Z,Orientation_W
0.11416475541889667,0.33962855994701385,-0.10936011858284474,-0.05559004288166761,-0.05572369545698166,0.6345134383440018,-0.7688936030864716
