Position_X,Position_Y,Position_Z,Orientation_X,Orientation_Y,Orientation_Z,Orientation_W
0.22735248312354087,0.6764957666397095,-0.10861682660877704,-0.05007350299507379,-0.07209480136632919,0.36533933997154233,-0.9267266178131104
