Time,dt,quatx,quaty,quatz,quatw,quatx_filter,quaty_filter,quatz_filter,quatw_filter,posx,posy,posz,posx_filter,posy_filter,posz_filter,eulerx,eulery,eulerz,eulerx_filter,eulery_filter,eulerz_filter,wx,wy,wz,wx_filter,wy_filter,wz_filter,quatwTarget,quatxTarget,quatyTarget,quatzTarget,posxTarget,posyTarget,poszTarget
0.0,0.0133916567120379,0.14953625019727845,0.0728696352293202,-0.00048933631609125,0.9860672830433289,0.15103114027511347,0.07108027756577871,0.00989297218017744,0.985918506205316,0.8163868686556817,0.13476550817489621,-0.4395481467247009,0.8176795407320621,0.153346005735188,-0.43612493751050097,0.3026643369254751,0.1440601505182233,-0.02299858359672502,0.3037351715535004,0.1440601505182233,-0.0014967221527570906,0.014060912861263436,-0.11157393899583598,-0.14758962843139004,-0.005772435358818105,0.024531837274930135,0.10189807219666072,0.7065820900469993,0.7076306494038805,-0.00024165335740737102,-0.0007454211636598868,1.25,0.0,0.7
0.0133916567120379,0.0133916567120379,0.14967659555361482,0.07682613579639935,-0.0015477434692308695,0.9857445237444773,0.15103114027511347,0.07078007325141643,0.00989297218017744,0.985820529003685,0.8158943877014336,0.12950374327885986,-0.44031609831977536,0.817593249971287,0.153346005735188,-0.43612493751050097,0.303381566754223,0.1515783407132547,-0.02635470753750102,0.3037351715535004,0.14380007959849994,-0.0014967221527570906,-0.010479796434175553,0.02523954776254412,0.16142640031597397,-0.007456137182899536,0.024531837274930135,0.10189807219666072,-,-,-,-,-,-,-
0.0267833134240759,0.0133916567120379,0.15039352443394172,0.0691250172527146,0.002859143111685551,0.9862024868650535,0.15103114027511347,0.07108027756577871,0.012084426572087545,0.985820529003685,0.8179799856275939,0.1442987263085508,-0.4391392310296285,0.817593249971287,0.1560732905247824,-0.43595718968469366,0.30371785491535164,0.1376366711123298,-0.015297783752102667,0.3037351715535004,0.1440601505182233,0.0025366222272786842,-0.01345831547661307,0.02489035807430086,0.1612251747868521,-0.007456137182899536,0.02487719538751436,0.10205609483829939,-,-,-,-,-,-,-
0.0401749701361138,0.0133916567120379,0.15113470441839968,0.07350218254186883,0.002203644353498787,0.9857742511516052,0.15100219835091744,0.07078007325141643,0.012084426572087545,0.9857933370803856,0.817356669842229,0.14044937956604422,-0.4398184834107386,0.8174642232754933,0.1560732905247824,-0.43595718968469366,0.30558438337381055,0.1460983965302951,-0.01806630947549781,0.30371785491535164,0.1440601505182233,0.0025366222272786842,-0.001245601711886635,0.0034560043182147587,0.02164464360106813,-0.00890026861877745,0.02487719538751436,0.10205609483829939,-,-,-,-,-,-,-
0.0535666268481518,0.0133916567120379,0.15136913329992452,0.07429125842032856,0.004243158108924748,0.9856724557456276,0.15103114027511347,0.07108027756577871,0.012378063079203519,0.9857933370803856,0.817593249971287,0.1437926480437818,-0.4392912921120715,0.8174642232754933,0.1564467497122454,-0.4358947260199988,0.3058188693686179,0.1482810460555477,-0.014283296818249358,0.30371785491535164,0.1445626138521252,0.003063251468684136,0.0007134957662901398,0.003352092170204983,0.021785436080592344,-0.00890026861877745,0.02487719538751436,0.12511852515051297,-,-,-,-,-,-,-
0.0669582835601898,0.0133916567120379,0.13534578342474166,0.05961787650346731,0.00025360720863516474,0.9890031159676616,0.15103114027511347,0.07078007325141643,0.012378063079203519,0.9857807982122339,0.8168422518518326,0.13425990522153222,-0.4378608134389179,0.817372975059121,0.1564467497122454,-0.4358947260199988,0.2729440375637524,0.11826870145773816,-0.015747068647823603,0.30371785491535164,0.1440601505182233,0.003063251468684136,-0.0008757402230848223,0.002236994494010453,0.014178330920447551,-0.00958661787885672,0.024531837274930135,0.11271674843049134,-,-,-,-,-,-,-
0.0803499402722277,0.0133916567120379,0.16074262913835732,0.0881903862037582,0.002765576896666246,0.9830445638644004,0.15103114027511347,0.07108027756577871,0.01257047014570578,0.9857807982122339,0.8203432504583191,0.14646630981864098,-0.44329980618648723,0.817372975059121,0.15650802530034583,-0.4354856250799488,0.32620516706593783,0.17517377080594132,-0.023272767216543144,0.30371785491535164,0.1445626138521252,0.0037359173920989974,-0.002796727998498834,0.024336211872936057,0.010632751644651248,-0.00890026861877745,0.024531837274930135,0.11271674843049134,-,-,-,-,-,-,-
0.0937415969842657,0.0133916567120379,0.15876082996364482,0.07360857247455048,0.013746616025673952,0.9844733655489905,0.15100219835091744,0.07108027756577871,0.01257047014570578,0.9857742511516052,0.8179111863391177,0.1571361714406934,-0.4351808242395896,0.817356669842229,0.15650802530034583,-0.4355666650789607,0.3194959046906267,0.14985646380195217,0.0037359173920989974,0.30343547928704817,0.1445626138521252,0.0037359173920989974,-0.005772435358818105,0.044488904984758416,0.08182202752589782,-0.00958661787885672,0.024336211872936057,0.10205609483829939,-,-,-,-,-,-,-
0.1071332536963036,0.0133916567120379,0.14897752808896977,0.07046696000573034,0.00989297218017744,0.9862769554103418,0.15103114027511347,0.07150390673193097,0.013746616025673952,0.9857742511516052,0.8190342042958678,0.153346005735188,-0.4373124135190587,0.817356669842229,0.1571361714406934,-0.4355666650789607,0.29994091760594666,0.1424285992880847,-0.0014967221527570906,0.30371785491535164,0.1460983965302951,0.0038301041761688026,-0.003638060428182118,0.0444635639185407,0.08197656788478752,-0.00958661787885672,0.024336211872936057,0.10205609483829939,-,-,-,-,-,-,-
0.1205249104083416,0.0133916567120379,0.15100219835091744,0.07078007325141643,0.012378063079203519,0.985918506205316,0.15103114027511347,0.07150390673193097,0.013746616025673952,0.9857673992347493,0.8192106724042503,0.15650802530034583,-0.43612493751050097,0.8172276319633263,0.1571361714406934,-0.435837391587081,0.3037351715535004,0.14380007959849994,0.003063251468684136,0.30371785491535164,0.1460983965302951,0.0038301041761688026,-0.00890026861877745,0.058060325869209825,0.12525469088160385,-0.00958661787885672,0.015666756406312432,0.10189807219666072,-,-,-,-,-,-,-
