Position_X,Position_Y,Position_Z,Orientation_X,Orientation_Y,Orientation_Z,Orientation_W
-0.050578592196106914,0.13808559522032737,-0.9470854538679123,0.002240295597584918,0.32365064650774,0.008380995918996633,-0.9461171203851699
