Position_X,Position_Y,Position_Z,Orientation_X,Orientation_Y,Orientation_Z,Orientation_W
-0.583655014038086,0.12947065100073815,-0.8555092042684556,0.0656006582081318,0.04886282540857792,-0.24071753308176994,-0.967141986489296
