Position_X,Position_Y,Position_Z,Orientation_X,Orientation_Y,Orientation_Z,Orientation_W
-1.4311394274234772,0.051468105837702754,-1.2493546175956727,0.5443580085039139,0.02254401719197631,0.8384547030925751,0.012645520530641078
