Position_X,Position_Y,Position_Z,Orientation_X,Orientation_Y,Orientation_Z,Orientation_W
1.622037888765335,0.0020260812574997545,0.08227110840380192,0.00019628517402452416,0.00017522235422802622,0.0014388356579001992,-0.9999989664554596
