Position_X,Position_Y,Position_Z,Orientation_X,Orientation_Y,Orientation_Z,Orientation_W
-0.023242934737354518,0.768565543293953,1.1293250727653503,-0.04125544510781765,0.07302240438759328,0.03988869182765484,-0.9956779950857162
