Position_X,Position_Y,Position_Z,Orientation_X,Orientation_Y,Orientation_Z,Orientation_W
1.5499946117401122,0.001654682387597859,0.00914702366106212,0.0005844909755978733,0.0007422255107667297,0.001455147296655923,-0.9999985277652741
