Time,dt,quatx,quaty,quatz,quatw,quatx_filter,quaty_filter,quatz_filter,quatw_filter,posx,posy,posz,eulerx,eulery,eulerz,eulerx_filter,eulery_filter,eulerz_filter,wx,wy,wz,wx_filter,wy_filter,wz_filter,quatwTarget,quatxTarget,quatyTarget,quatzTarget,posxTarget,posyTarget,poszTarget
0.0,0.0089330436219272,-0.026034525007263797,0.16113205803648337,-0.1199155528882822,0.9792746925945095,-0.02527628853715206,0.16403470701656267,-0.11892227672168235,0.9789522278415864,0.20597070097923287,0.10619056142866604,1.071309788133949,-0.013039503179017586,0.32766061043204164,-0.24153804353223496,-0.012201684310252148,0.33384677166616106,-0.23914826974025516,0.2554049014181182,-0.5847163084473468,-1.1000102176215567,0.08413815985695103,0.1037410670377579,-0.012774302355051448,0.7071040398566698,0.7071091211363137,-0.0007028956041199852,0.0002712231127220656,1.25,0.0,0.7
0.0089330436219272,0.0089330436219272,-0.025845778661835614,0.1611661575273539,-0.1211795004463252,0.9791184780529937,-0.02527628853715206,0.16403470701656267,-0.11892227672168235,0.9788737006921738,0.2060870902212013,0.10484713200087933,1.071079770310372,-0.012201684310252148,0.3276991624370176,-0.2442580611536025,-0.012201684310252148,0.33384677166616106,-0.23914826974025516,-0.25631336126000326,0.5904799456156606,1.095826240237877,0.08413815985695103,0.1037410670377579,-0.012774302355051448,-,-,-,-,-,-,-
0.0178660872438544,0.0089330436219272,-0.018338389535190517,0.1504806977127979,-0.1345794333962112,0.9792382954071394,-0.02527628853715206,0.16966318782521914,-0.10906076838393505,0.9788737006921738,0.20711469629360568,0.10456459539679513,1.0743532599194903,0.0048088960360042066,0.3043245847504439,-0.27389179688114984,-0.012201684310252148,0.3454096579078225,-0.22317465096916278,-0.2024020102779369,0.5979627832849961,0.7857501325621066,0.096001714611255,0.1037410670377579,-3.310621011795164e-15,-,-,-,-,-,-,-
0.0267991308657817,0.0089330436219272,-0.0275024560090621,0.16403470701656267,-0.11892227672168235,0.9788737006921738,-0.02527628853715206,0.16966318782521914,-0.11189407068797633,0.9788259990626369,0.20664437563313576,0.10478519708212533,1.0694066596500658,-0.015695262820381473,0.33384677166616106,-0.23914826974025516,-0.012201684310252148,0.3454096579078225,-0.2325319359015081,0.096001714611255,0.1037410670377579,-0.08609009667151198,0.096001714611255,0.1037410670377579,-3.310621011795164e-15,-,-,-,-,-,-,-
0.0357321744877089,0.0089330436219272,-0.033444792712907914,0.1704849582785184,-0.10635734285315965,0.9790324001085857,-0.02446820700540338,0.1704849582785184,-0.11000175071141688,0.9788259990626369,0.20416368226007364,0.10767828819731733,1.0689143785216613,-0.03108981069863148,0.3479110885510943,-0.21095772009341207,-0.00904234024429229,0.3479110885510943,-0.2257001518016275,0.05620391890449849,0.09732661390623751,0.1445315021095965,0.096001714611255,0.12771447306349135,-3.310621011795164e-15,-,-,-,-,-,-,-
0.0446652181096361,0.0089330436219272,-0.02446820700540338,0.1614895782771946,-0.12183319736638389,0.9790194558706575,-0.02446820700540338,0.1704849582785184,-0.11073337583123696,0.9787994731873857,0.20599470769844608,0.10325654514487863,1.0700542542640563,-0.00904234024429229,0.32801548666612224,-0.24611875819251816,-0.00904234024429229,0.3479110885510943,-0.22717373921359751,0.3057287173392016,0.4182806371247345,-0.012774302355051448,0.09050714918186524,0.1037410670377579,-3.310621011795164e-15,-,-,-,-,-,-,-
0.0535982617315634,0.0089330436219272,-0.04587283087372221,0.1856064850090158,-0.08237458971507382,0.978090150793628,-0.021413023141056767,0.1739357497427541,-0.11073337583123696,0.9787994731873857,0.20344832960247006,0.11544080054845464,1.06545388182245,-0.06373654705906162,0.3796950555730234,-0.1557913872149812,-0.0023648922513128667,0.35314919807398404,-0.22717373921359751,0.31328310287852135,0.4255594089111881,-0.0623193875450305,0.09050714918186524,0.1037410670377579,-3.310621011795164e-15,-,-,-,-,-,-,-
0.0625313053534906,0.0089330436219272,0.005790744390251863,0.12943244810076152,-0.1702459703132429,0.9768469779091057,-0.021413023141056767,0.1739357497427541,-0.11188023035201938,0.978437505130615,0.21182667782819387,0.09306595877692783,1.0756171422677658,0.05724541233770575,0.2536095623418868,-0.3523962078925438,-0.0023648922513128667,0.35314919807398404,-0.22996332712825085,5.275444582685014e-16,-9.543762113305001e-16,-1.588293006318467e-15,0.08413815985695103,0.09925559108139492,-0.0038113112052163716,-,-,-,-,-,-,-
0.0714643489754179,0.0089330436219272,-0.029237995030572665,0.16966318782521914,-0.10906076838393505,0.9790124060210281,-0.021413023141056767,0.1739357497427541,-0.11073337583123696,0.9787994731873857,0.20619460669424794,0.10862429738341733,1.0674376360891238,-0.02151375668026745,0.3454096579078225,-0.2181296498831351,-0.0023648922513128667,0.35314919807398404,-0.22717373921359751,4.672209856401807e-18,2.508530741192216e-15,-3.310621011795164e-15,0.09050714918186524,0.09925559108139492,-0.0038113112052163716,-,-,-,-,-,-,-
0.0803973925973451,0.0089330436219272,-0.021413023141056767,0.1616166268525261,-0.12277656115385596,0.9789522278415864,-0.021413023141056767,0.1739357497427541,-0.11188023035201938,0.978437505130615,0.20747715469379813,0.10531813797760763,1.068671357014864,-0.0023648922513128667,0.32751165567868945,-0.24913896324771256,-0.0023648922513128667,0.35314919807398404,-0.22996332712825085,0.1054293144153799,0.06907631058141586,-0.11304517819031497,0.09050714918186524,0.09732661390623751,-0.012774302355051448,-,-,-,-,-,-,-
