Position_X,Position_Y,Position_Z,Orientation_X,Orientation_Y,Orientation_Z,Orientation_W
1.7291133713722229,-0.007530331644229591,0.0029705371521413326,0.0001407218562962953,0.00045495950442273167,-0.0018165735388174654,-0.9999982750415802
